country_iso,product_number,main_category,order_count
IT,LEO,Unknown,1
IT,GIULIA5,Unknown,1
IT,FEELTHENEWS,Unknown,1
IT,2024ADVVS2,Unknown,1
IT,KOKOS_038,Breakfast,1
NL,SHITSHOW,Unknown,1
NL,JANINE,Unknown,1
NL,PLANTBASEDCOUPLE,Unknown,1
NL,FLIPS_016_T14,Snacks,1
NL,KOKOS_038,Breakfast,1
